"fileName";"Microscopy_system";"dim_x";"dim_y";"dim_z";"number_of_channels";"scaling_x";"scaling_y";"scaling_z";"scanning_mode";"averaging";"emission_wavelengths_red";"emission_wavelengths_green";"emission_wavelengths_blue";"laser_power_red";"laser_power_green";"laser_power_blue";"laser_attenuation_red";"laser_attenuation_green";"laser_attenuation_blue";"laser_transmission_red";"laser_transmission_green";"laser_transmission_blue";"pixel_time_red";"pixel_time_green";"pixel_time_blue";"photon_conversion_factor_red";"photon_conversion_factor_green";"photon_conversion_factor_blue";"detector_gain_red";"detector_gain_green";"detector_gain_blue";"amplifier_gain_red";"amplifier_gain_green";"amplifier_gain_blue";"amplifier_offset_red";"amplifier_offset_green";"amplifier_offset_blue";"pinhole_diameter_red";"pinhole_diameter_green";"pinhole_diameter_blue";"detection_range_wavelength_red_lower";"detection_range_wavelength_red_upper";"detection_range_wavelength_green_lower";"detection_range_wavelength_green_upper";"detection_range_wavelength_blue_lower";"detection_range_wavelength_blue_upper"
"181004_ES3_367_x63_zstack_9.czi";"LSM 780, AxioObserver";1024;1024;23;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_365_x63_zstack_1.czi";"LSM 780, AxioObserver";1024;1024;19;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_365_x63_zstack_2.czi";"LSM 780, AxioObserver";1024;1024;23;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_365_x63_zstack_3.czi";"LSM 780, AxioObserver";1024;1024;17;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_365_x63_zstack_4.czi";"LSM 780, AxioObserver";1024;1024;21;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_365_x63_zstack_5.czi";"LSM 780, AxioObserver";1024;1024;26;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_365_x63_zstack_6.czi";"LSM 780, AxioObserver";1024;1024;37;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_368_x63_zstack_1.czi";"LSM 780, AxioObserver";1024;1024;24;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_368_x63_zstack_10.czi";"LSM 780, AxioObserver";1024;1024;16;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_368_x63_zstack_2.czi";"LSM 780, AxioObserver";1024;1024;26;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_368_x63_zstack_3.czi";"LSM 780, AxioObserver";1024;1024;18;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_368_x63_zstack_4.czi";"LSM 780, AxioObserver";1024;1024;19;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_368_x63_zstack_5.czi";"LSM 780, AxioObserver";1024;1024;23;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_368_x63_zstack_6.czi";"LSM 780, AxioObserver";1024;1024;18;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_368_x63_zstack_7.czi";"LSM 780, AxioObserver";1024;1024;17;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_368_x63_zstack_8.czi";"LSM 780, AxioObserver";1024;1024;21;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181005_ES3_368_x63_zstack_9.czi";"LSM 780, AxioObserver";1024;1024;15;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181017_ES3_365_x63_zstack_1.czi";"LSM 780, AxioObserver";1024;1024;29;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181017_ES3_365_x63_zstack_2.czi";"LSM 780, AxioObserver";1024;1024;32;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181017_ES3_365_x63_zstack_3.czi";"LSM 780, AxioObserver";1024;1024;26;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181017_ES3_365_x63_zstack_4.czi";"LSM 780, AxioObserver";1024;1024;34;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181017_ES3_365_x63_zstack_5.czi";"LSM 780, AxioObserver";1024;1024;28;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181017_ES3_365_x63_zstack_6.czi";"LSM 780, AxioObserver";1024;1024;35;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"181017_ES3_365_x63_zstack_7.czi";"LSM 780, AxioObserver";1024;1024;28;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,841210191082802;NA;0,978;0,158789808917197;NA;0,022;1,57575757575758;NA;1,57575757575758;893,393720304429;NA;893,393720304429;643;NA;613;1;NA;1;-2;NA;-20;25,569;NA;89,802585;638;755;NA;NA;410;495
"190730_EV38_1_Kollagen mit WF_63x_zstack_1.czi";"LSM 780, AxioObserver";1024;1024;16;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-3;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190730_EV38_1_Kollagen mit WF_63x_zstack_2.czi";"LSM 780, AxioObserver";1024;1024;28;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-3;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190730_EV38_1_Kollagen mit WF_63x_zstack_3.czi";"LSM 780, AxioObserver";1024;1024;16;3;0,219647042583026;0,219647042583026;0,436356231964777;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;56,9554;NA;90,0926;638;755;NA;NA;410;495
"190730_EV38_1_Kollagen mit WF_63x_zstack_4.czi";"LSM 780, AxioObserver";1024;1024;14;3;0,219647042583026;0,219647042583026;0,436356231964777;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;56,9554;NA;90,0926;638;755;NA;NA;410;495
"190731_EV38_1_Kollagen mit WF_63x_zstack_1.czi";"LSM 780, AxioObserver";1024;1024;25;3;0,219647042583026;0,219647042583026;0,316066370330455;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;34,109;NA;90,0926;638;755;NA;NA;410;495
"190731_EV38_1_Kollagen mit WF_63x_zstack_2.czi";"LSM 780, AxioObserver";1024;1024;28;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190731_EV38_1_Kollagen mit WF_63x_zstack_3.czi";"LSM 780, AxioObserver";1024;1024;22;3;0,219647042583026;0,219647042583026;0,372569392833483;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;45,5958;NA;90,0926;638;755;NA;NA;410;495
"190731_EV38_1_Kollagen mit WF_63x_zstack_4.czi";"LSM 780, AxioObserver";1024;1024;27;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190731_EV38_1_Kollagen mit WF_63x_zstack_5.czi";"LSM 780, AxioObserver";1024;1024;28;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190731_EV38_1_Kollagen mit WF_63x_zstack_6.czi";"LSM 780, AxioObserver";1024;1024;27;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190731_EV38_1_Kollagen mit WF_63x_zstack_7.czi";"LSM 780, AxioObserver";1024;1024;35;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Glas mit WF_63x_zstack_7.czi";"LSM 780, AxioObserver";1024;1024;44;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Kollagen mit Asc+Dexa_63x_zstack_10.czi";"LSM 780, AxioObserver";1024;1024;38;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Kollagen mit Asc+Dexa_63x_zstack_11.czi";"LSM 780, AxioObserver";1024;1024;25;2;0,219647042583026;0,219647042583026;0,429804210436651;"Frame";"4";696,5;NA;452,5;30;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;55,8362;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Kollagen mit Asc+Dexa_63x_zstack_12.czi";"LSM 780, AxioObserver";1024;1024;36;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Kollagen mit Asc+Dexa_63x_zstack_13.czi";"LSM 780, AxioObserver";1024;1024;22;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Kollagen mit Asc+Dexa_63x_zstack_14.czi";"LSM 780, AxioObserver";1024;1024;26;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Kollagen mit Asc+Dexa_63x_zstack_8.czi";"LSM 780, AxioObserver";1024;1024;23;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Kollagen mit Asc+Dexa_63x_zstack_9.czi";"LSM 780, AxioObserver";1024;1024;15;2;0,219647042583026;0,219647042583026;0,429804210436651;"Frame";"4";696,5;NA;452,5;30;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;55,8362;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Kollagen mit WF_63x_zstack_1.czi";"LSM 780, AxioObserver";1024;1024;34;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Kollagen mit WF_63x_zstack_2.czi";"LSM 780, AxioObserver";1024;1024;36;3;0,219647042583026;0,219647042583026;0,281399093816734;"Frame";"4";696,5;NA;452,5;25;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;25,569;NA;90,0926;638;755;NA;NA;410;495
"190802_EV38_1_Kollagen mit WF_63x_zstack_3.czi";"LSM 780, AxioObserver";1024;1024;17;2;0,219647042583026;0,219647042583026;0,436356231964777;"Frame";"4";696,5;NA;452,5;30;NA;5;0,84;NA;0,978;0,16;NA;0,022;1,57575757575758;NA;1,57575757575758;667,425543041302;NA;667,425543041302;670;NA;620;1;NA;1;-4;NA;-20;56,9554;NA;90,0926;638;755;NA;NA;410;495
