fileName;cilium;vertical_length_in_um;vertical_length_in_layers;horizontal_length_in_um;horizontal_length_in_pixels;total_length_in_um;to_be_removed
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;24;2,81399093816734;10;2,860047740161400;13,02110743913300;4,01228339927406;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;25;2,81399093816734;10;2,286682038997840;10,41071171324090;3,62594260125050;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;1;3,93958731343428;14;2,097591420014440;9,54982773884402;4,46320937952618;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;2;3,93958731343428;14;1,108907893704330;5,04859014109041;4,09267943001795;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;3;3,37678912580081;12;1,321085755241330;6,01458476155880;3,62601328911356;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;4;2,81399093816734;10;1,983483826892570;9,03032339323584;3,44278275405700;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;5;3,37678912580081;12;2,056061326835880;9,36075124279762;3,95349123937776;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;6;3,09539003198407;11;1,591053181384470;7,24368132925375;3,48035769370046;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;7;3,37678912580081;12;2,426123723432650;11,04555606532050;4,15797800878375;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;8;3,37678912580081;12;2,063069069253360;9,39265580356505;3,95714022807336;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;9;3,09539003198407;11;1,427769112939070;6,50028835420979;3,40880684257251;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;10;3,09539003198407;11;1,473437154817330;6,70820393249942;3,42818559872457;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;11;4,22098640725101;15;1,654754861389960;7,53369971172938;4,53375560672292;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;12;3,09539003198407;11;0,905627956924357;4,12310562561766;3,22515138349649;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;13;3,09539003198407;11;1,333424291560180;6,07075914102575;3,37037976961486;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;14;3,37678912580081;12;2,062079074575280;9,38814859660959;3,95662418103209;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;15;3,37678912580081;12;1,549834797326480;7,05602396964048;3,71546668658603;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;16;3,37678912580081;12;1,411694585693220;6,42710490927555;3,65999814254081;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;17;3,65818821961754;13;2,007939701682770;9,14166509172901;4,17302802479715;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;18;3,37678912580081;12;1,380366343882350;6,28447498154032;3,64802906285705;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;19;3,09539003198407;11;1,540747396411270;7,01465122540347;3,45764977833998;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;20;2,25119275053387;8;0,671777981081008;3,05844309661978;2,34928807427304;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;21;3,09539003198407;11;1,507388439604490;6,86277594215590;3,44291436982676;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;22;3,09539003198407;11;2,277902821586120;10,37074205415300;3,84321229113048;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;23;2,53259184435061;9;0,659621500803582;3,00309757439254;2,61708272211514;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;24;3,37678912580081;12;2,079068879499260;9,46549908002234;3,96550529010225;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;25;3,37678912580081;12;1,098235212915130;5,00000000000000;3,55089078725513;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;26;2,81399093816734;10;0,878588170332105;4,00000000000000;2,94795898430345;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;27;2,53259184435061;9;1,751830025941530;7,97565951874513;3,07943661890637;yes_or_no
190730_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;28;3,37678912580081;12;2,228433221114000;10,14551889662550;4,04581505028234;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;1;2,84459733297410;9;2,096219214536560;9,54358041831677;3,53353491310835;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;2;3,16066370330455;10;2,077725230958420;9,45938177234069;3,78242477529270;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;3;1,89639822198273;6;0,904624247814713;4,11853598016357;2,10111190708006;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;4;2,84459733297410;9;1,334631095491310;6,07625342821004;3,14212891966827;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;5;2,52853096264364;8;1,101857022828660;5,01648922685659;2,75818014781566;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;6;2,52853096264364;8;1,318506262155580;6,00284095178374;2,85165348392666;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;7;3,47673007363501;11;2,856271719496180;13,00391612792380;4,49954888188936;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;8;2,21246459231319;7;0,658941127749079;3,00000000000000;2,30850665627777;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;9;2,52853096264364;8;0,671883703741818;3,05892442639125;2,61627531815774;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;10;1,89639822198273;6;0,658941127749079;3,00000000000000;2,00761789845042;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;11;2,52853096264364;8;1,395482780389800;6,35329647046036;2,88805142257059;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;12;2,84459733297410;9;2,465416094910960;11,22444475426540;3,76430744066015;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;13;2,84459733297410;9;2,251736205568530;10,25161176352910;3,62795395867030;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;14;3,16066370330455;10;1,817549274053170;8,27486340211540;3,64599511916816;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;15;3,16066370330455;10;1,349462871459510;6,14377892636280;3,43669100834430;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;16;2,52853096264364;8;1,098356563412650;5,00055247954214;2,75678362760650;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;17;2,84459733297410;9;1,318978221057910;6,00498966681664;3,13551232406898;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;18;2,84459733297410;9;1,580639872540610;7,19627204606288;3,25425204823298;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;19;3,16066370330455;10;1,757176388930270;8,00000021974373;3,61627763137745;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;20;2,52853096264364;8;1,098235212915130;5,00000000000000;2,75673528143968;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;21;2,52853096264364;8;1,344489288903750;6,12113540475073;2,86375981482814;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;22;2,52853096264364;8;1,368856291668860;6,23207249035203;2,87528022569784;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;23;2,84459733297410;9;1,977553078724060;9,00332212748343;3,46445524807788;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;24;3,47673007363501;11;2,214380501474240;10,08154025400640;4,12203020491449;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;25;2,84459733297410;9;2,453518644333680;11,17027853177790;3,75652601812583;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;26;2,84459733297410;9;1,415755505785000;6,44559329884829;3,17743570177649;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;27;3,16066370330455;10;1,767462917207680;8,04683230159850;3,62128709288439;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_1.czi;28;2,84459733297410;9;1,831404011835280;8,33794068109528;3,38316045160878;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;1;2,25119275053387;8;1,776937908638770;8,08996965195691;2,86799182900053;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;2;3,09539003198407;11;1,663178588151480;7,57205090764105;3,51391554625206;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;3;3,37678912580081;12;1,542074864763850;7,02069486859102;3,71223648070311;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;4;3,65818821961754;13;1,503253146088890;6,84394894832543;3,95501088132191;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;5;3,37678912580081;12;1,906966466107620;8,68195830766441;3,87804408213542;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;6;3,37678912580081;12;1,445443480819810;6,58075548762934;3,67314737743683;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;7;2,81399093816734;10;1,767138560332320;8,04535558298875;3,32284873136008;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;8;3,09539003198407;11;1,320382100277550;6,01138119024958;3,36524120098987;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;9;2,53259184435061;9;1,098824271554870;5,00268184188968;2,76069488169723;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;10;3,09539003198407;11;1,600931613768190;7,28865544894848;3,48488471575012;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;11;2,81399093816734;10;0,879723216170068;4,00516758989611;2,94829746415733;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;12;3,37678912580081;12;2,233431437603500;10,16827457059550;4,04857021510091;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;13;3,65818821961754;13;2,202014100449120;10,02523901325360;4,26980176925409;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;14;3,65818821961754;13;1,384159799528390;6,30174567001140;3,91129638365326;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;15;3,09539003198407;11;1,433356292474280;6,52572543485293;3,41115078987751;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;16;3,09539003198407;11;1,719847328893800;7,83005001418902;3,54108942061755;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;17;2,25119275053387;8;0,878588170332105;4,00000000000000;2,41656491183328;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_2.czi;18;2,81399093816734;10;0,893898700168262;4,06970514902503;2,95255819354173;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;1;3,09539003198407;11;1,608392480523510;7,32262297552008;3,48831848051621;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;2;3,65818821961754;13;2,479980564634870;11,29075327156950;4,41957516636104;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;3;3,09539003198407;11;1,105921572076720;5,03499413910241;3,28702022714966;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;4;3,09539003198407;11;1,340228368290890;6,10173646105108;3,37307745675637;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;5;3,09539003198407;11;1,115643676445610;5,07925653505622;3,29030397727922;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;6;2,81399093816734;10;1,546376895457790;7,04028097657297;3,21089185474902;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;7;2,81399093816734;10;0,918953493970682;4,18377358130519;2,96023994368173;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;8;3,09539003198407;11;1,120406488147020;5,10094046781215;3,29192195362957;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;9;3,37678912580081;12;2,204070268951720;10,03460025244170;4,03244721609639;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;10;2,81399093816734;10;1,177301856143260;5,35997135357851;3,05034172848982;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;11;3,09539003198407;11;1,709264874006840;7,78187064986655;3,53596180121053;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;12;3,37678912580081;12;2,198119958504220;10,00750992435210;4,02919795394830;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_3.czi;13;2,53259184435061;9;1,100814158292350;5,01174131619025;2,76148750878365;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;1;2,81399093816734;10;0,880484471768682;4,00863340300091;2,94852469976320;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;2;2,81399093816734;10;2,583811817600360;11,76347191938030;3,82029167850561;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;3;3,09539003198407;11;1,402191591152040;6,38384006751200;3,39817314279362;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;4;1,96979365671714;7;1,107106174681230;5,04038734900221;2,25959534697264;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;5;1,68839456290040;6;0,664522846416337;3,02541221862866;1,81446047447745;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;6;2,25119275053387;8;1,322677563020620;6,02183187839030;2,61100454533776;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;7;2,81399093816734;10;1,098235212915130;5,00000000000000;3,02070613979160;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;8;3,37678912580081;12;2,525640461244420;11,49863176641560;4,21681924435960;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;9;3,09539003198407;11;0,906538070670431;4,12724915395918;3,22540706325283;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;10;3,37678912580081;12;2,208259866311150;10,05367447857360;4,03473870743659;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;11;3,37678912580081;12;2,226154817964250;10,13514587669790;4,04456055383920;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;12;3,09539003198407;11;2,158391009354970;9,82663360258586;3,77360453669575;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;13;3,09539003198407;11;1,769245414396600;8,05494758131253;3,56534273057581;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;14;3,09539003198407;11;1,810564191411670;8,24306200584184;3,58602595380019;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;15;3,09539003198407;11;1,322844172775440;6,02259041241317;3,36620797865377;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;16;3,09539003198407;11;1,545417759923570;7,03591426385541;3,45973344389327;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;17;3,09539003198407;11;1,871497250498020;8,52047552513981;3,61717312396407;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;18;3,09539003198407;11;1,319010544874170;6,00513682935471;3,36470329562588;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;19;3,37678912580081;12;1,569765232787670;7,14676243452857;3,72382433610872;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_4.czi;20;2,81399093816734;10;0,658941127749079;3,00000000000000;2,89011217947109;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;1;3,09539003198407;11;1,130090551267220;5,14502967113728;3,29523050850313;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;2;3,09539003198407;11;1,319058178034150;6,00535369164164;3,36472196877322;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;3;3,09539003198407;11;0,878588170332105;4,00000000000000;3,21766322401116;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;4;3,37678912580081;12;1,697927025006380;7,73025215836704;3,77963767871652;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;5;3,37678912580081;12;1,767917205501250;8,04890056661238;3,81159232416505;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;6;3,37678912580081;12;1,770851070955860;8,06225774829853;3,81295401436106;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;7;3,37678912580081;12;1,483311715067600;6,75316042330464;3,68821344883717;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;8;3,37678912580081;12;0,882001648991558;4,01554074491198;3,49007617523607;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;9;3,65818821961754;13;1,697594770533290;7,72873948389997;4,03288594620410;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;10;3,09539003198407;11;1,175549740967140;5,35199439583978;3,31109598827855;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;11;3,65818821961754;13;1,133788966283390;5,16186766254695;3,82985880551941;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;12;3,37678912580081;12;0,879939968357255;4,00615441031781;3,48955572358992;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;13;3,09539003198407;11;1,580741123686890;7,19673301810732;3,47565561444474;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;14;3,65818821961754;13;1,341933550830990;6,10949974581946;3,89655318262108;yes_or_no
190731_EV38_1_Collagen_ITSwithAsc+Dexa+IGF+TGF_63x_zstack_5.czi;15;2,53259184435061;9;0,878588170332105;4,00000000000000;2,68066010958471;yes_or_no
190802_EV38_1_Collagen_ITSwithAsc+Dexa_63x_zstack_1.czi;1;3,37678912580081;12;1,103050883718540;5,02192458749629;3,55238315109714;yes_or_no
190802_EV38_1_Collagen_ITSwithAsc+Dexa_63x_zstack_1.czi;2;3,09539003198407;11;2,918136734152060;13,28557261611660;4,25405235620273;yes_or_no
190802_EV38_1_Collagen_ITSwithAsc+Dexa_63x_zstack_1.czi;3;3,37678912580081;12;1,382566516701610;6,29449183764451;3,64886214774291;yes_or_no
190802_EV38_1_Collagen_ITSwithAsc+Dexa_63x_zstack_1.czi;4;2,81399093816734;10;2,051208430562040;9,33865717671425;3,48224080524261;yes_or_no
190802_EV38_1_Collagen_ITSwithAsc+Dexa_63x_zstack_1.czi;5;3,09539003198407;11;2,059683536489230;9,37724228957314;3,71802847226741;yes_or_no
